Symbol,Company Name,EPS Growth CFY*,EPS Growth NFY*,Revenue Growth CFY*,Revenue Growth NFY*,Dividend Yield,Dividend Growth 5 Year
LEVI,Levi Strauss & Co.,0.00%,0.00%,0.00%,0.00%,2.46%,0.00%
LEXX,Lexaria Bioscience Corp,-18.48%,4.59%,-53.11%,276.11%,0.00%,0.00%
LXRX,"Lexicon Pharmaceuticals, Inc.",3.33%,-8.62%,-50.34%,"12,904.73%",0.00%,0.00%
LX,LexinFintech Holdings Ltd - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LFAC,LF Capital Acquisition II Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LIFD,LFTD Partners Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LPL,LG Display Co Ltd. (ADR),0.00%,83.78%,-23.25%,-1.34%,4.12%,0.00%
LGIH,LGI Homes Inc,1.80%,-17.20%,-6.27%,7.04%,0.00%,0.00%
LGL,LGL Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LHCG,"LHC Group, Inc.",-12.39%,15.14%,9.38%,8.16%,0.00%,0.00%
LICY,Li-Cycle Holdings Corp,-34.29%,38.30%,436.33%,374.13%,0.00%,0.00%
LIAN,LianBio - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SYQH,Liaoning Shuiyun Qinghe Rice Inds Co Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
USA,Liberty All-Star Equity Fund,0.00%,0.00%,0.00%,0.00%,9.36%,11.03%
ASG,Liberty All-Star Growth Fund Inc.,0.00%,0.00%,0.00%,0.00%,6.51%,0.00%
BATRA,Liberty Braves Group,0.00%,0.00%,8.01%,8.07%,0.00%,0.00%
LBRDA,Liberty Broadband Corp,76.84%,8.92%,-1.64%,1.79%,0.00%,0.00%
LBRT,Liberty Energy Inc,0.00%,63.31%,55.44%,24.29%,0.00%,0.00%
LBTYA,Liberty Global PLC,0.00%,39.62%,-30.02%,-1.37%,0.00%,0.00%
LILA,Liberty Latin America Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LMACA,Liberty Media Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
FWONA,Liberty Media Formula One,0.00%,134.62%,19.57%,12.41%,0.00%,0.00%
LIBY,Liberty Resources Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LSXMA,Liberty Sirius XM Group,89.33%,-0.30%,4.05%,-0.89%,0.00%,0.00%
LBSR,Liberty Star Uranium & Metals Corp.,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LTRPA,Liberty Tripadvisor Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LICT,LICT Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LCLP,Life Clips Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LFEV,Life Electric Vehicles Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LSI,Life Storage Inc,22.96%,11.00%,24.24%,7.57%,3.25%,4.54%
LTH,Life Time Group Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LCTC,Lifeloc Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LFMD,LifeMD Inc,46.29%,78.05%,40.95%,17.11%,0.00%,0.00%
LFST,Lifestance Health Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LCUT,Lifetime Brands Inc,-8.38%,13.73%,-7.08%,3.87%,1.80%,4.56%
LFVN,LifeVantage Corp,-46.00%,1.85%,-6.87%,1.00%,2.80%,0.00%
LWAY,"Lifeway Foods, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LGND,Ligand Pharmaceuticals Inc.,-57.79%,14.76%,-36.01%,1.23%,0.00%,0.00%
LNW,Light & Wonder Inc,844.83%,-93.32%,14.06%,6.86%,0.00%,0.00%
LTBR,Lightbridge Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LITB,Lightinthebox Holding Co Ltd-ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LJAQ,Lightjump Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ZEV,Lightning Emotors Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LPTH,"LightPath Technologies, Inc.",16.67%,90.00%,-6.95%,13.01%,0.00%,0.00%
LWLG,"Lightwave Logic, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LILM,Lilium NV,64.92%,-14.93%,-100.00%,0.00%,0.00%,0.00%
LMB,Limbach Holdings Inc,1.37%,56.76%,5.21%,6.31%,0.00%,0.00%
LMST,Limestone Bancorp Inc,7.65%,7.58%,8.24%,5.26%,1.04%,0.00%
LMNL,Liminal BioSciences Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BLAB,Limitless X Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LMNR,Limoneira Company,68.18%,0.00%,4.32%,13.02%,2.26%,8.45%
LINC,Lincoln Educational Services Corp,-51.92%,-8.00%,2.90%,3.17%,0.00%,0.00%
LECO,"Lincoln Electric Holdings, Inc.",31.19%,5.39%,15.84%,2.88%,1.55%,9.77%
LNC,Lincoln National Corporation,2.80%,35.82%,-6.38%,2.66%,3.59%,10.93%
LIND,Lindblad Expeditions Holdings Inc,13.69%,98.56%,140.27%,31.94%,0.00%,0.00%
LIN,Linde PLC,0.00%,0.00%,0.00%,0.00%,1.53%,7.16%
LNN,Lindsay Corporation,43.56%,20.47%,34.14%,5.77%,0.82%,2.84%
LCTX,Lineage Cell Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BOTY,Lingerie Fighting Championships Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LEV,Lion Electric Co,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LGHL,Lion Group Holding Ltd - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LION,Lionheart III Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LGF/A,Lions Gate Entertainment Corp. (USA),44.05%,95.74%,5.62%,10.40%,0.00%,0.00%
LPCN,Lipocine Inc,"-1,300.00%",28.57%,-87.16%,230.63%,0.00%,0.00%
LIQT,LiqTech International Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
YVR,Liquid Media Group Ltd  (USA),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LQDA,Liquidia Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LQDT,"Liquidity Services, Inc.",-12.63%,20.48%,8.33%,9.09%,0.00%,0.00%
LQMT,Liquidmetal Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LAD,Lithia Motors Inc,20.66%,-6.89%,27.09%,10.29%,0.62%,7.44%
LBTI,Lithium & Boron Technology Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LTUM,Lithium Corporation.,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LFUS,"Littelfuse, Inc.",26.84%,-10.64%,20.05%,5.36%,0.96%,10.25%
LIVB,LIV Capital Acquisition Corp II,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LIVN,LivaNova PLC,11.11%,12.17%,-2.86%,5.83%,0.00%,0.00%
LIVC,Live Current Media Inc.,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LYV,"Live Nation Entertainment, Inc.",0.00%,100.00%,135.37%,10.45%,0.00%,0.00%
LOB,Live Oak Bancshares Inc,-47.17%,25.00%,-9.25%,12.38%,0.29%,11.38%
LOCC,Live Oak Crestview Climate Acquistn Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LOKM,Live Oak Mobility Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LIVE,Live Ventures Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LVCE,LiveCare Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LTHM,Livent Corp,722.22%,24.32%,101.75%,32.12%,0.00%,0.00%
LVO,LiveOne Inc,91.07%,-20.00%,12.44%,17.37%,0.00%,0.00%
LPSN,"LivePerson, Inc.",6.98%,0.00%,10.61%,12.79%,0.00%,0.00%
RAMP,Liveramp Holdings Inc,0.00%,89.58%,12.96%,20.79%,0.00%,0.00%
LVOX,LiveVox Holdings Inc,30.56%,72.00%,16.35%,18.15%,0.00%,0.00%
LVVV,Livewire Ergogenics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LVWD,"LiveWorld, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LXEH,Lixiang Education Holding Co Ltd - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LIXT,Lixte Biotechnology Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LKQ,LKQ Corporation,0.00%,7.83%,0.31%,1.85%,1.81%,0.00%
LL,Ll Flooring Holdings Inc,-46.04%,17.33%,1.09%,6.22%,0.00%,0.00%
LYG,Lloyds Banking Group PLC (ADR),0.00%,0.00%,0.00%,0.00%,4.70%,0.00%
LMFA,LM Funding America Inc,0.00%,58.73%,0.00%,298.46%,0.00%,0.00%
LMAO,LMF Acquisition Opportunities Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LMPX,LMP Automotive Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SCD,LMP Capital and Income Fund Inc.,0.00%,0.00%,0.00%,0.00%,7.50%,-3.46%
LDI,Loandepot Inc,0.00%,0.00%,-62.44%,-3.62%,15.38%,0.00%
LCFY,Locafy Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LOCL,Local Bounti Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LBAS,Location Based Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LMT,Lockheed Martin Corporation,-4.66%,28.76%,-2.61%,2.66%,2.61%,9.38%
LSMG,Lode-Star Mining Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
L,Loews Corporation,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%
LRFC,Logan Ridge Finance Corp,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%
LOGN,Logansport Financial Corp.,0.00%,0.00%,0.00%,0.00%,3.72%,0.00%
LOGC,LogicBio Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LGMK,LogicMark Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LGIQ,Logiq Inc,69.47%,31.03%,-18.60%,19.73%,0.00%,0.00%
LITT,Logistics Innovation Technologies Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LOGI,Logitech International SA (USA),-21.60%,16.25%,-7.68%,3.06%,1.76%,0.00%
LOMA,Loma Negra Compania Indl Argntna SA-ADR,0.00%,0.00%,0.00%,0.00%,17.50%,0.00%
LBPH,Longboard Pharmaceuticals Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LGVN,Longeveron Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LGV,Longview Acquisition Corp II,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LKST,Looksmart Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LOOP,Loop Industries Inc,1.01%,17.35%,0.00%,"2,531.58%",0.00%,0.00%
LPTV,Loop Media Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
RIDE,Lordstown Motors Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LTRY,Lottery.com Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LBTD,Lotus Bio-Technology Development Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LPX,Louisiana-Pacific Corporation,-8.30%,-52.30%,-9.56%,-23.13%,1.48%,0.00%
LOVE,Lovesac Co,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LOW,Lowe`s Companies Inc,11.21%,8.07%,1.35%,1.37%,2.08%,17.32%
LYLT,Loyalty Ventures Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LPLA,LPL Financial Holdings Inc,44.44%,57.10%,9.83%,14.23%,0.45%,0.00%
LXU,"LSB Industries, Inc.",175.29%,-20.09%,50.66%,-11.39%,0.00%,0.00%
LYTS,"LSI Industries, Inc.",52.78%,20.00%,38.34%,4.55%,3.11%,3.30%
LTC,LTC Properties Inc,81.56%,-30.08%,2.62%,11.01%,5.24%,0.81%
LUCD,Lucid Diagnostics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LCID,Lucid Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LHDX,Lucira Health Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LKNCY,Luckin Coffee Inc - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LDSN,Luduson G Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LU,Lufax Holding Ltd - ADR,0.00%,0.00%,0.00%,0.00%,3.97%,0.00%
LVLU,Lulu's Fashion Lounge Holdings Inc,-47.37%,53.33%,21.84%,18.21%,0.00%,0.00%
LULU,Lululemon Athletica Inc,21.18%,17.06%,22.92%,14.60%,0.00%,0.00%
LUMB,Lumbee Guaranty Bank,0.00%,0.00%,0.00%,0.00%,2.49%,0.00%
LUMN,Lumen Technologies Inc,-16.75%,-38.99%,-10.99%,-13.50%,8.97%,-14.27%
LFT,Lument Finance Trust Inc,-38.46%,29.17%,150.43%,13.11%,9.49%,-29.37%
LITE,Lumentum Holdings Inc,-6.18%,16.89%,-1.62%,14.98%,0.00%,0.00%
LAZR,Luminar Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LMDX,LumiraDx Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LUMO,Lumos Pharma Inc,-5.75%,0.00%,189.13%,-56.99%,0.00%,0.00%
LUNA,Luna Innovations Incorporated,29.41%,45.45%,28.02%,16.57%,0.00%,0.00%
LUNMF,Lundin Mining Corporation (USA),-31.53%,-2.63%,-2.22%,-3.35%,5.04%,0.00%
LKCO,Luokung Technology Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LBC,Luther Burbank Corp,-5.29%,-26.09%,3.25%,-12.38%,3.60%,0.00%
LUVU,Luvu Brands Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LUXA,Lux Health Tech Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LXFR,Luxfer Holdings PLC,8.53%,10.00%,12.35%,2.56%,3.13%,5.92%
LVMUY,LVMH Moet Hennessy Louis Vuitton SE(ADR),0.00%,0.00%,0.00%,0.00%,1.51%,20.11%
LXP,LXP Industrial Trust,-96.30%,-40.00%,-7.21%,9.53%,4.32%,-8.89%
LYEL,Lyell Immunopharma Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LYFT,LYFT Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LYB,LyondellBasell Industries NV,-7.59%,-10.23%,19.32%,-6.96%,5.21%,5.92%
LYBC,Lyons Bancorp Inc,0.00%,0.00%,0.00%,0.00%,2.72%,0.00%
LYRA,Lyra Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LYT,Lytus Technologies Holdings Ptv Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LZGI,Lzg International Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MFBP,"M&F Bancorp, Inc.",0.00%,0.00%,0.00%,0.00%,0.23%,0.00%
MTB,M&T Bank Corporation,-7.10%,52.50%,36.92%,19.26%,2.57%,9.95%
MDC,"M.D.C. Holdings, Inc.",22.48%,-24.19%,8.23%,-10.71%,5.67%,19.00%
MHO,M/I Homes Inc,23.87%,1.09%,8.41%,3.82%,0.00%,0.00%
WUHN,M2bio Sciences Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MBAC,M3-Brigade Acquisition II Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MBSC,M3-Brigade Acquisition III Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MCBC,Macatawa Bank Corporation,-1.18%,14.29%,3.11%,10.98%,3.34%,21.67%
MACE,"Mace Security International, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MAC,Macerich Co,0.00%,75.00%,-4.46%,2.78%,5.41%,-25.37%
MTSI,MACOM Technology Solutions Holdings Inc,30.70%,9.61%,11.16%,9.13%,0.00%,0.00%
DRAY,Macondray Capital Acquisition Corp I,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MGU,Macquarie Global Infr Total Rtrn Fnd Inc,0.00%,0.00%,0.00%,0.00%,6.11%,0.00%
MQBKY,Macquarie Group Ltd (ADR),0.00%,0.00%,0.00%,0.00%,3.38%,0.00%
MFD,Macquarie/First Trust Global Infrstrctre,0.00%,0.00%,0.00%,0.00%,8.14%,-9.25%
MRPT,Macreport.Net Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MGNX,MacroGenics Inc,21.96%,11.79%,41.00%,-10.54%,0.00%,0.00%
M,Macy's Inc,-14.31%,-4.40%,-0.26%,-0.50%,3.23%,0.00%
MCBK,Madison County Financial Inc,0.00%,0.00%,0.00%,0.00%,2.19%,17.61%
MCN,Madison Covered Call & Equity Strtgy Fd,0.00%,0.00%,0.00%,0.00%,9.69%,0.00%
MSGE,Madison Square Garden Entertainment Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MSGS,Madison Square Garden Sports Corp,0.00%,140.00%,80.68%,5.04%,0.00%,0.00%
MDEX,Madison Technologies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MDGL,Madrigal Pharmaceuticals Inc,-5.40%,17.96%,0.00%,0.00%,0.00%,0.00%
MAG,MAG Silver Corp (USA),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MAGE,Magellan Gold Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MMP,"Magellan Midstream Partners, L.P.",5.15%,1.06%,6.17%,5.85%,8.16%,4.89%
MGTA,Magenta Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MEGL,Magic Empire Global Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MGIC,Magic Software Enterprises Ltd,9.57%,13.59%,15.07%,8.36%,2.41%,37.60%
MGA,Magna International Inc. (USA),0.00%,0.00%,0.00%,0.00%,2.78%,11.46%
MX,Magnachip Semiconductor Corp,-60.55%,76.74%,-24.81%,28.56%,0.00%,0.00%
MGNI,Magnite Inc,23.64%,27.94%,22.19%,15.35%,0.00%,0.00%
MGY,Magnolia Oil & Gas Corp,0.00%,0.00%,0.00%,0.00%,0.86%,0.00%
OPA,Magnum Opus Acquisition Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MGYR,"Magyar Bancorp, Inc.",0.00%,0.00%,0.00%,0.00%,0.99%,0.00%
MYTAY,Magyar Telekom Tavkozlesi Nyrt (ADR),0.00%,0.00%,0.00%,0.00%,6.01%,0.00%
MTENY,Mahanagar Telephone Nigam Ltd (ADR),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MAIA,Maia Biotechnology Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MHLD,"Maiden Holdings, Ltd.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MAIN,Main Street Capital Corporation,13.58%,5.32%,-27.11%,10.55%,5.99%,-0.77%
MEGI,MainStay CBRE Global Infrsctre Mnds Fnd,0.00%,0.00%,0.00%,0.00%,7.67%,0.00%
MMD,Mainstay Macky Dfndtrm Mncpl Opprtnts Fd,0.00%,0.00%,0.00%,0.00%,5.52%,-2.87%
MNSB,MainStreet Bancshares Inc,6.04%,12.81%,21.23%,16.18%,0.83%,0.00%
MYNZ,Mainz Biomed NV,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MJWL,Majic Wheels Corp.,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
HWIN,Makamer Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MMYT,MakeMyTrip Limited,0.00%,166.67%,132.17%,32.03%,0.00%,0.00%
MKTAY,Makita Corporation (ADR),0.00%,0.00%,0.00%,0.00%,2.28%,6.96%
MLAC,Malacca Straits Acquisition Co Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MLCT,Malachite Innovations Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MLYBY,Malayan Banking Berhad (ADR),0.00%,0.00%,0.00%,0.00%,5.08%,0.00%
MBUU,Malibu Boats Inc,29.45%,5.01%,28.52%,7.79%,0.00%,0.00%
MNKPF,Mallinckrodt PLC,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MLVF,Malvern Bancorp Inc,0.00%,-1.16%,-2.47%,-2.89%,0.00%,0.00%
MMMB,Mamamancini's Holdings Inc,0.00%,88.89%,99.28%,14.70%,0.00%,0.00%
TUSK,Mammoth Energy Services Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MAAQ,Mana Capital Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MANU,Manchester United PLC,-75.19%,56.60%,20.08%,4.66%,1.47%,-0.77%
MNDT,Mandiant Inc,0.00%,92.50%,17.56%,23.18%,0.00%,0.00%
MANH,"Manhattan Associates, Inc.",6.73%,10.50%,11.16%,10.95%,0.00%,0.00%
LOAN,Manhattan Bridge Capital Inc.,19.05%,14.00%,0.00%,0.00%,9.12%,6.14%
MHTX,Manhattan Scientifics Inc.,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MNTX,Manitex International Inc,"3,200.00%",148.48%,28.35%,14.70%,0.00%,0.00%
MTW,Manitowoc Company Inc,-33.72%,54.39%,15.69%,0.82%,0.00%,0.00%
MTEX,"Mannatech, Inc.",0.00%,0.00%,0.00%,0.00%,3.88%,23.56%
MN,Manning and Napier Inc,0.00%,0.00%,0.00%,0.00%,1.57%,-31.01%
MNKD,MannKind Corporation,0.00%,65.63%,14.93%,88.24%,0.00%,0.00%
MAN,ManpowerGroup Inc.,18.51%,-3.50%,-2.50%,0.60%,3.35%,7.94%
MANT,Mantech International Corp,-4.85%,6.80%,4.86%,4.19%,1.71%,12.59%
MHPC,Manufactured Housing Properties Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MFC,Manulife Financial Corporation (USA),-1.54%,5.94%,-55.93%,132.21%,5.53%,9.93%
MAQC,Maquia Capital Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MARA,Marathon Digital Holdings Inc,-19.44%,0.00%,74.75%,196.89%,0.00%,0.00%
MRO,Marathon Oil Corporation,219.75%,-14.14%,48.97%,-9.66%,1.34%,1.92%
MPC,Marathon Petroleum Corp,750.20%,-46.04%,42.93%,-15.71%,2.40%,11.27%
MRVI,Maravai Lifesciences Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GATE,Marblegate Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MCHX,"Marchex, Inc.",66.67%,0.00%,0.74%,6.92%,0.00%,0.00%
MMI^E12,Marcus & Millichap Inc,9.58%,16.71%,12.92%,15.92%,1.25%,0.00%
MCS,Marcus Corp,82.39%,0.00%,47.02%,17.85%,1.11%,0.00%
MRGO,"Margo Caribe, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MRMD,Marimed Inc,50.00%,66.67%,11.39%,15.96%,0.00%,0.00%
MRIN,Marin Software Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MARPS,Marine Petroleum Trust,0.00%,0.00%,0.00%,0.00%,6.34%,-22.09%
MPX,Marine Products Corp.,0.00%,0.00%,0.00%,0.00%,4.27%,13.90%
HZO,MarineMax Inc,23.60%,-8.00%,11.18%,2.41%,0.00%,0.00%
MRNS,Marinus Pharmaceuticals Inc,7.43%,-51.41%,123.28%,-12.18%,0.00%,0.00%
MTEK,Maris Tech Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MRZM,Marizyme Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MKL,Markel Corporation,14.18%,14.43%,-10.48%,17.62%,0.00%,0.00%
MRKR,Marker Therapeutics Inc,16.36%,0.00%,-20.87%,-49.08%,0.00%,0.00%
MKTX,MarketAxess Holdings Inc.,-1.03%,13.58%,4.23%,11.99%,1.05%,0.00%
MAAL,MARKETING ALLIANCE INC,0.00%,0.00%,0.00%,0.00%,10.18%,0.00%
MKTW,MarketWise Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MKFG,Markforged Holding Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
FINM,Marlin Technology Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MRAI,Marpai Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MQ,Marqeta Inc,-660.00%,18.42%,39.85%,29.69%,0.00%,0.00%
MAR,Marriott International Inc,103.76%,17.69%,47.63%,9.16%,0.74%,0.00%
VAC,Marriott Vacations Worldwide Corp,124.09%,19.57%,18.52%,7.38%,1.69%,-2.88%
MMC,"Marsh & McLennan Companies, Inc.",9.72%,10.19%,6.01%,6.18%,1.39%,9.00%
MRTN,"Marten Transport, Ltd",38.24%,-0.71%,29.39%,6.57%,1.06%,31.95%
MLM,"Martin Marietta Materials, Inc.",7.25%,23.92%,14.41%,11.01%,0.72%,7.55%
MMLP,Martin Midstream Partners L.P.,0.00%,0.00%,0.00%,0.00%,0.49%,-63.14%
MRVL,Marvell Technology Inc,48.41%,25.32%,38.66%,16.98%,0.45%,0.00%
MGLD,Marygold Companies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MAS,Masco Corp,12.70%,4.08%,6.08%,-0.91%,2.05%,17.03%
MASI,Masimo Corporation,11.53%,9.66%,62.82%,17.95%,0.00%,0.00%
MIT,Mason Industrial Technology Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
DOOR,Masonite International Corp,26.72%,7.16%,9.44%,0.73%,0.00%,0.00%
MMMW,Mass Megawatts Windpower Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MTZ,"MasTec, Inc.",-39.61%,63.20%,16.02%,19.35%,0.00%,0.00%
MHH,Mastech Digital Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MA,Mastercard Inc,26.19%,19.25%,17.84%,15.98%,0.56%,18.29%
MCFT,Mastercraft Boat Holdings Inc,29.31%,12.38%,30.36%,5.08%,0.00%,0.00%
MMND,Mastermind Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MTDR,Matador Resources Co,162.12%,-6.82%,85.31%,-0.07%,0.66%,0.00%
MTCH,Match Group Inc,1.93%,25.12%,8.54%,11.56%,0.00%,0.00%
MTLS,Materialise NV (ADR),-56.52%,100.00%,12.00%,12.37%,0.00%,0.00%
MTRN,Materion Corp,37.80%,16.19%,19.41%,5.62%,0.53%,4.84%
MTNB,Matinas BioPharma Holdings Inc,0.00%,0.00%,"10,875.76%",127.94%,0.00%,0.00%
MATV,Mativ Holdings Inc,0.00%,0.00%,0.00%,0.00%,6.92%,1.67%
MTRX,Matrix Service Co,-80.81%,96.09%,2.37%,14.04%,0.00%,0.00%
MATX,Matson Inc,43.22%,-69.66%,16.86%,-27.09%,1.43%,7.45%
MAT,Mattel Inc,15.38%,30.00%,7.76%,6.75%,0.00%,0.00%
