Symbol,Company Name,52 Week Chg,Vs. 13-Day EMA*,Vs. 50-Day EMA*,% Below 52 Wk High,% Above 52 Wk Low,Short Interest as % Float
CLOE,Clover Leaf Capital Corp,0.00%,0.32%,0.83%,4.23%,3.55%,0.01%
CWBC,Community West Bancshares,-2.00%,-0.34%,-0.90%,17.76%,6.75%,0.01%
CSTA,Constellation Acquisition Corp I,2.00%,0.06%,0.29%,1.30%,2.71%,0.01%
CTGO,Contango ORE Inc,0.00%,-1.96%,-3.41%,32.97%,22.89%,0.01%
CRZN,Corazon Capital V838 Monoceros Corp,2.00%,0.16%,0.48%,0.00%,2.28%,0.01%
,COVA Acquisition Corp,2.00%,0.10%,0.36%,0.00%,2.92%,0.01%
BHAC,Crixus Bh3 Acquisition Co,0.00%,0.27%,0.61%,4.62%,2.16%,0.01%
CPTK,Crown PropTech Acquisitions,1.00%,0.11%,0.18%,1.30%,2.71%,0.01%
DAOO,Crypto 1 Acquisition Corp,0.00%,0.14%,0.44%,4.23%,2.15%,0.01%
DHAC,Digital Health Acquisition Corp,0.00%,0.28%,0.63%,8.45%,2.65%,0.01%
DISA,Disruptive Acquisition Corporation I,2.00%,0.12%,0.43%,0.51%,2.18%,0.01%
DMYS,dMY Technology Group Inc VI,0.00%,0.29%,0.45%,6.22%,1.14%,0.01%
DDI^C10,DoubleDown Interactive Co Ltd - ADR,0.00%,-1.68%,-4.52%,48.65%,14.32%,0.01%
ERES,East Resources Acquisition Co,3.00%,0.02%,0.31%,1.67%,3.40%,0.01%
EGGF,EG Acquisition Corp,2.00%,0.23%,0.45%,1.69%,2.03%,0.01%
EOCW,Elliott Opportunity II Corp,0.00%,0.04%,0.33%,3.26%,2.41%,0.01%
EMCF,Emclaire Financial Corp,21.00%,0.62%,-1.75%,11.69%,34.76%,0.01%
NFYS,Enphys Acquisition Corp,0.00%,0.04%,0.25%,3.58%,1.25%,0.01%
EVE,EVe Mobility Acquisition Corp,0.00%,0.15%,0.43%,2.63%,2.85%,0.01%
MNTN,Everest Consolidator Acquisition Corp,0.00%,0.09%,0.49%,0.30%,2.45%,0.01%
EVOJ,EVO Acquisition Corp,1.00%,0.02%,0.26%,4.93%,2.50%,0.01%
FMN,Federated Hermes Premier MunicplIncmFnd,-26.00%,1.02%,1.82%,30.94%,9.33%,0.01%
FGMC,FG Merger Corp,0.00%,0.21%,0.40%,4.67%,1.21%,0.01%
FSRX,Finserv Acquisition Corp II,2.00%,0.12%,0.38%,4.73%,4.45%,0.01%
PFO,Flahrty & Crmrn Pref and Incm Opp Fd Inc,-24.00%,1.86%,2.99%,25.42%,11.16%,0.01%
FLME,Flame Acquisition Corp,1.00%,0.07%,0.30%,0.10%,2.50%,0.01%
FORTY,Formula Systems (1985) Ltd. (ADR),14.00%,2.29%,5.17%,26.41%,25.23%,0.01%
EMLD,FTAC Emerald Acquisition Corp,0.00%,0.07%,0.33%,0.25%,2.98%,0.01%
FTPA,FTAC Parnassus Acquisition Corp,2.00%,-0.01%,0.17%,5.02%,2.18%,0.01%
FSNB,Fusion Acquisition Corp II,2.00%,0.14%,0.37%,0.20%,2.60%,0.01%
FHLT,Future Health ESG Corp,0.00%,0.06%,0.33%,8.30%,1.95%,0.01%
GAQ,Generation Asia I Acquisition Ltd,0.00%,-0.55%,0.00%,5.84%,1.76%,0.01%
GGAA,Genesis Growth Tech Acquisition Corp,0.00%,0.06%,0.36%,4.00%,2.23%,0.01%
GIA,Gigcapital5 Inc,0.00%,0.11%,0.40%,0.69%,2.65%,0.01%
GIW^D11,GigInternational1 Inc,3.00%,0.02%,0.40%,0.20%,3.38%,0.01%
GLEE,Gladstone Acquisition Corp,0.00%,0.19%,0.47%,7.23%,3.37%,0.01%
GGMC,Glenfarne Merger Corp,1.00%,0.07%,0.31%,0.35%,4.52%,0.01%
GOGN,GoGreen Investments Corp,0.00%,0.06%,0.34%,8.27%,2.43%,0.01%
GFX,Golden Falcon Acquisition Corp,2.00%,0.01%,0.31%,0.00%,3.01%,0.01%
GVCI,Green Visor Finncl Tchnlgy Acq I Corp,0.00%,0.13%,0.59%,0.20%,2.86%,0.01%
GFGD,Growth for Good Acquisition Corp,0.00%,0.16%,0.42%,5.05%,1.93%,0.01%
SIM,Grupo Simec SAB de CV (ADR),18.00%,-1.84%,-2.84%,17.98%,41.60%,0.01%
GYRO,Gyrodyne LLC,-12.00%,-6.72%,-11.19%,24.15%,12.13%,0.01%
HLG,Hailiang Education Group Inc (ADR),-64.00%,1.75%,2.33%,66.10%,44.29%,0.01%
HLAH,Hamilton Lane Alliance Holdings I Inc,2.00%,0.13%,0.41%,0.20%,2.39%,0.01%
HWKZ,Hawks Acquisition Corp,0.00%,0.14%,0.40%,4.21%,1.55%,0.01%
HAIA,Healthcare AI Acquisition Corp,0.00%,0.20%,0.47%,7.75%,1.64%,0.01%
HWEL,Healthwell Acquisition Corp I,0.00%,0.21%,0.56%,5.44%,2.31%,0.01%
HMA^A14,Heartland Media Acquisition Corp,0.00%,0.14%,0.00%,1.09%,2.15%,0.01%
HFBL,Home Federal Bancorp Inc of Louisiana,13.00%,-0.78%,-0.70%,15.07%,13.31%,0.01%
HTAQ,Hunt Cos Acquisition I Corp,0.00%,0.11%,0.45%,3.36%,2.86%,0.01%
ICNC,Iconic Sports Acquisition Corp,0.00%,0.17%,0.53%,0.15%,2.44%,0.01%
IOAC,Innovative International Aqstn Corp,0.00%,0.13%,0.48%,4.10%,2.08%,0.01%
WEL^I10,Integrated Wellness Acquisition Corp,0.00%,0.08%,0.34%,0.50%,2.24%,0.01%
IPVI,InterPrivate IV Infratech Partners Inc,0.00%,0.09%,0.35%,4.56%,1.97%,0.01%
VBF,Invesco Bond Fund,-22.00%,-0.93%,0.11%,22.44%,10.81%,0.01%
ICMB,Investcorp Credit Management Bdc Inc,-27.00%,2.83%,2.95%,30.06%,21.16%,0.01%
IRAA,Iris Acquisition Corp,1.00%,0.16%,0.36%,0.20%,2.20%,0.01%
RJAC,Jackson Acquisition Co,0.00%,0.12%,0.44%,0.70%,2.27%,0.01%
JGGC,Jaguar Global Growth Corporation I,0.00%,0.35%,0.68%,4.10%,1.12%,0.01%
JHX,James Hardie Industries plc (ADR),-33.00%,3.57%,4.82%,39.55%,25.62%,0.01%
JYAC,Jiya Acquisition Corp,3.00%,0.10%,0.45%,0.05%,2.75%,0.01%
KF,Korea Fund Inc,-40.00%,2.20%,1.64%,43.10%,10.93%,0.01%
LAAA,Lakeshore Acquisition I Corp,3.00%,0.01%,0.55%,8.62%,3.75%,0.01%
LGAC,Lazard Growth Acquisition Corp I,1.00%,0.10%,0.36%,0.40%,2.39%,0.01%
LGTO,Legato Merger II Corp,0.00%,0.64%,0.96%,0.20%,2.88%,0.01%
LITT,Logistics Innovation Technologies Corp,2.00%,0.12%,0.25%,1.02%,4.50%,0.01%
MBSC,M3-Brigade Acquisition III Corp,0.00%,0.28%,0.67%,0.10%,4.25%,0.01%
MKTAY,Makita Corporation (ADR),-55.00%,4.48%,-0.17%,63.86%,5.32%,0.01%
MAAQ,Mana Capital Acquisition Corp,0.00%,0.27%,0.72%,0.00%,2.56%,0.01%
MHUA,Meihua International Medical Tech Co Ltd,0.00%,-10.46%,-39.73%,75.85%,37.44%,0.01%
MXF,Mexico Fund Inc,-9.00%,3.76%,2.25%,0.00%,0.00%,0.01%
HIE,Miller/Howard High Income Equity Fund,1.00%,4.39%,6.36%,0.00%,0.00%,0.01%
MEOA,Minority Equality Opportunts Acqstn Inc,0.00%,0.23%,0.67%,5.94%,2.32%,0.01%
MITSY,Mitsui & Co Ltd (ADR),-4.00%,3.56%,2.62%,21.14%,13.75%,0.01%
MCAG,Mountain Crest Acquisition Corp V,0.00%,0.23%,0.58%,0.50%,1.96%,0.01%
MSDA,MSD Acquisition Corp,1.00%,0.01%,0.29%,2.65%,2.38%,0.01%
NBH,Neuberger Berman Municipal Fund Inc,-26.00%,0.92%,2.11%,31.65%,11.80%,0.01%
GF,New Germany Fund Inc.,-58.00%,2.41%,0.56%,58.45%,16.23%,0.01%
NPAB,New Providence Acquisition Corp II,0.00%,0.23%,0.61%,6.98%,4.61%,0.01%
NDAC,Nightdragon Acquisition Corp,1.00%,0.06%,0.32%,0.20%,2.82%,0.01%
NSTD,Northern Star Investment Corp IV,2.00%,0.25%,0.50%,0.00%,2.18%,0.01%
NAC,Nuveen California Quality Muncpl IncmFnd,-18.00%,0.76%,3.10%,19.96%,15.42%,0.01%
NRK,Nuveen New York AMT-Fr Qty Mnpl Incm Fd,-20.00%,0.11%,1.21%,20.42%,9.63%,0.01%
BKOR,"Oak Ridge Financial Services, Inc.",8.00%,3.31%,3.86%,7.09%,8.20%,0.01%
OPOF,Old Point Financial Corporation,5.00%,-1.11%,-4.08%,15.65%,15.17%,0.01%
IX,ORIX Corporation (ADR),-12.00%,0.68%,-1.36%,25.98%,4.01%,0.01%
OSI,Osiris Acquisition Corp,2.00%,0.14%,0.38%,2.10%,2.41%,0.01%
OXUS,Oxus Acquisition Corp,0.00%,0.19%,0.45%,5.82%,2.87%,0.01%
PAFO,Pacifico Acquisition Corp,0.00%,0.67%,1.24%,15.83%,4.12%,0.01%
PRBM,Parabellum Acquisition Corp,0.00%,0.07%,0.29%,1.49%,1.75%,0.01%
PLAO,Patria Latin Amrcn Opprtnty Acqstn Crp,0.00%,0.12%,0.00%,2.71%,1.21%,0.01%
PBBK,PB Bankshares Inc,-1.00%,1.34%,-0.46%,18.47%,1.36%,0.01%
PHK,PIMCO High Income Fund,-22.00%,0.98%,1.18%,23.75%,10.58%,0.01%
PV,Primavera Capital Acquisition Corp,2.00%,0.06%,0.37%,0.00%,3.56%,0.01%
PEGR,Project Energy Reimagined Acqutn Corp,0.00%,0.26%,0.57%,1.71%,6.02%,0.01%
PRTC,PureTech Health PLC (ADR),-34.00%,8.88%,17.80%,44.21%,73.55%,0.01%
RCFA,RCF Acquisition Corp,0.00%,0.24%,0.61%,2.81%,2.98%,0.01%
ROCL,Roth CH Acquisition V Co,0.00%,0.03%,0.21%,7.05%,2.28%,0.01%
RXRA,RXR Acquisition Corp,1.00%,0.03%,0.45%,2.38%,1.97%,0.01%
SANB,Sanaby Health Acquisition Corp I,0.00%,0.43%,0.91%,4.08%,2.53%,0.01%
SCRM,Screaming Eagle Acquisition Corp,0.00%,0.06%,0.12%,2.23%,2.22%,0.01%
SCUA,Sculptor Acquisition Corp I,0.00%,0.13%,0.38%,3.20%,1.73%,0.01%
SEDA,SDCL EDGE Acquisition Corporation,0.00%,0.11%,0.57%,0.00%,12.36%,0.01%
SGII,Seaport Global Acquisition II Corp,0.00%,0.21%,0.54%,9.09%,3.39%,0.01%
SSNT,SilverSun Technologies Inc,-47.00%,13.92%,24.37%,57.60%,78.51%,0.01%
SPGS,Simon Property Group Acqustn Hldngs Inc,0.00%,0.16%,0.41%,0.66%,1.70%,0.01%
SKYA,Skydeck Acquisition Corp,2.00%,0.24%,0.55%,4.76%,2.19%,0.01%
FLYA,Soar Technology Acquisition Corp,0.00%,0.21%,0.52%,0.97%,2.61%,0.01%
PORT,Southport Acquisition Corp,0.00%,0.31%,0.59%,4.08%,2.31%,0.01%
STEW,SRH Total Return Fund Inc,-9.00%,2.57%,3.11%,15.63%,12.44%,0.01%
SSY,"SunLink Health Systems, Inc.",-51.00%,5.81%,8.19%,65.58%,24.20%,0.01%
TGAA,Target Global Acquisition I Corp,0.00%,0.03%,0.37%,0.40%,2.67%,0.01%
TAYD,"Taylor Devices, Inc.",-30.00%,2.34%,-1.20%,32.65%,1.23%,0.01%
TETE,Technology & Telecommunication Aqstn Crp,0.00%,0.02%,0.31%,0.59%,1.62%,0.01%
HQH,Tekla Healthcare Investors,-24.00%,2.41%,4.04%,28.20%,15.61%,0.01%
THQ,Tekla Healthcare Opportunities Fund,-16.00%,1.86%,2.60%,19.33%,15.97%,0.01%
THCP,Thunder Bridge Capital Partners IV Inc,0.00%,-0.12%,-0.40%,42.10%,2.09%,0.01%
TLGY,TLGY Acquisition Corp,0.00%,-0.18%,0.11%,4.71%,3.46%,0.01%
TRTL,TortoiseEcofin Acquisition III Corp,0.00%,0.06%,0.26%,4.24%,1.14%,0.01%
TCOA,Trajectory Alpha Acquisition Corp,0.00%,0.25%,0.00%,1.40%,2.39%,0.01%
TRAQ,Trine II Acquisition Corp,0.00%,0.00%,0.28%,0.10%,2.98%,0.01%
TRCA,Twin Ridge Capital Acquisition Corp,2.00%,0.16%,0.45%,0.71%,2.29%,0.01%
TWOA,Two,1.00%,0.09%,0.33%,0.30%,1.87%,0.01%
VHNA,Vahanna Tech Edge Acquisition I Corp,0.00%,-0.05%,0.27%,4.29%,1.88%,0.01%
VMCA,Valuence Merger Corp I,0.00%,0.06%,0.00%,4.91%,1.10%,0.01%
VABK,Virginia National Bankshares Corp,-11.00%,1.39%,2.69%,16.53%,23.44%,0.01%
IGA,Voya Global Advantage and Prem Oppty Fd,-7.00%,1.68%,2.06%,13.45%,6.80%,0.01%
VPCB,VPC Impact Acquisition Holdings II,0.00%,0.03%,0.27%,4.27%,1.65%,0.01%
WTMA,Welsbach Technology Metals Acquisitn Crp,0.00%,0.20%,0.56%,0.00%,2.47%,0.01%
WIW,Western Asset Infltn-Lnkd Opts & Incm Fd,-20.00%,0.91%,1.21%,20.32%,6.47%,0.01%
MHF,Western Asset Municipal Hgh Incm Fnd Inc,-14.00%,0.79%,2.03%,22.48%,7.97%,0.01%
WEA,Western Asset Premier Bond Fund,-21.00%,2.61%,4.65%,21.48%,11.44%,0.01%
XPAX,XPAC Acquisition Corp,0.00%,0.28%,0.64%,0.00%,2.40%,0.01%
ZT,Zimmer Energy Transition Acqustn Corp,1.00%,-0.10%,0.10%,1.31%,1.98%,0.01%
EFSH,1847 Holdings LLC,0.00%,-31.27%,-90.99%,76.60%,31.60%,0.00%
FISB,1St Capital Bancorp,-9.00%,-1.82%,-10.20%,0.00%,0.00%,0.00%
FSGB,1st FSB of SC Inc,7.00%,0.00%,0.00%,0.00%,0.00%,0.00%
DDDX,3DX Industries Inc,-40.00%,8.92%,14.03%,81.02%,59.09%,0.00%
SVNA,7 Acquisition Corp,0.00%,0.36%,0.68%,0.05%,2.14%,0.00%
,808 Renewable Energy Corp,-64.00%,8.63%,-6.98%,65.85%,40.00%,0.00%
,A P MOELLER MAERSK A S SHS B,-2.00%,-7.70%,-9.37%,15.41%,32.04%,0.00%
AAPJ,Aap 101 Inc,-82.00%,-33.51%,-117.05%,86.27%,25.83%,0.00%
ABQQ,Ab International Group Corp,-91.00%,-20.63%,-56.54%,91.64%,12.20%,0.00%
ABTO,AB&T Financial Corporation,-31.00%,8.13%,-3.79%,51.50%,0.00%,0.00%
ABCE,ABCO Energy Inc,-69.00%,11.23%,24.08%,78.98%,133.33%,0.00%
JEQ,abrdn Japan Equity Fund,-34.00%,2.48%,3.43%,41.13%,11.90%,0.00%
AGRPY,Absa Group Ltd (ADR),2.00%,2.97%,-1.76%,0.00%,0.00%,0.00%
CAVG,ACC Aviation Holdings Ltd,319.00%,28.62%,29.25%,14.27%,489.01%,0.00%
ACKIU,Ackrell SPAC Partners I Co,2.00%,0.28%,0.61%,8.14%,28.09%,0.00%
ACBM,ACRO Biomedical Co Ltd,6.00%,6.88%,7.49%,10.00%,121.67%,0.00%
ADMG,Adamant DRI Processing&Minerals Group,110.00%,-42.76%,-36.31%,42.86%,412.00%,0.00%
ADDYY,Adidas AG - ADR,-52.00%,1.80%,-0.10%,0.00%,0.00%,0.00%
ADMQ,Adm Endeavors Inc,-45.00%,-8.27%,-20.48%,56.63%,36.83%,0.00%
ADMT,"ADM Tronics Unlimited, Inc.",-52.00%,-12.78%,-42.42%,61.07%,21.11%,0.00%
ABMT,Advanced Biomedical Technologies Inc,-25.00%,12.30%,-11.64%,53.46%,403.15%,0.00%
ACTX,Advanced Container Technologies Inc,-60.00%,-3.96%,-26.93%,70.83%,3.70%,0.00%
AVIFY,Advanced Info Service PCL (ADR),8.00%,0.30%,-2.59%,19.79%,14.50%,0.00%
AMPI,Advanced Merger Partners Inc,1.00%,0.05%,0.29%,1.80%,2.40%,0.00%
AVOI,Advanced Voice Recognition Systems Inc,-42.00%,23.46%,9.34%,98.46%,75.00%,0.00%
ATEYY,Advantest Corp (ADR),-29.00%,3.77%,5.99%,40.62%,22.69%,0.00%
AEFC,Aegon Funding Company LLC,-13.00%,1.10%,4.60%,0.00%,0.00%,0.00%
AKOM,Aerkomm Inc,130.00%,-34.47%,-23.80%,43.13%,172.73%,0.00%
GMFI,Aetherium Acquisition Corp,0.00%,0.12%,0.39%,0.00%,0.00%,0.00%
AATP,Agape ATP Corp,0.00%,0.00%,0.00%,50.00%,0.25%,0.00%
AGESY,Ageas SA - ADR,-13.00%,4.13%,3.97%,0.00%,0.00%,0.00%
AIFS,Agent Information Software Inc,-20.00%,-10.48%,-17.32%,20.00%,63.64%,0.00%
AGTX,Agentix Corp,-85.00%,-14.01%,-161.72%,87.74%,1.33%,0.00%
AGRIP,Agribank FCB,-7.00%,-2.64%,-5.49%,7.25%,1.73%,0.00%
AHRN,Ahren Acquisition Corp,0.00%,0.12%,0.39%,0.50%,2.05%,0.00%
AIAD,Aiadvertising Inc,-52.00%,0.38%,-13.64%,86.98%,18.84%,0.00%
AIMD,Ainos Inc,0.00%,-170.50%,-179.88%,82.00%,159.62%,0.00%
AIRYY,Air China Ltd (ADR),23.00%,1.62%,7.61%,0.00%,0.00%,0.00%
AFLYY,Air France KLM SA (ADR),-66.00%,2.64%,-28.04%,36.93%,40.87%,0.00%
EADSY,Airbus SE (ADR),-18.00%,3.45%,4.94%,0.00%,0.00%,0.00%
ASEKY,Aisin Corp (ADR),-23.00%,2.42%,1.42%,0.00%,0.00%,0.00%
AIXN,AiXin Life International Inc,-51.00%,-10.57%,-25.34%,42.69%,24.22%,0.00%
AJIA,Ajia Innogroup Holdings Ltd,-32.00%,-30.51%,0.00%,57.50%,27.50%,0.00%
AKBTY,Akbank T.A.S. (ADR),-20.00%,4.82%,5.33%,0.00%,0.00%,0.00%
APTL,Alaska Power & Telephone Co,40.00%,1.68%,17.39%,46.29%,44.62%,0.00%
ALID,Allied Corp,-55.00%,7.54%,-2.33%,77.67%,19.70%,0.00%
ALOD,Allied Resources Inc,48.00%,-11.35%,-23.61%,57.85%,174.00%,0.00%
APHE,Alpha Energy Inc,100.00%,4.68%,11.14%,0.99%,270.37%,0.00%
ANAV,Alpha Network Alliance Ventures Inc,-62.00%,-41.79%,-128.31%,79.85%,83.18%,0.00%
ALBKY,Alpha Services and Holdings SA (ADR),-23.00%,0.79%,-2.46%,40.36%,44.12%,0.00%
ALPIB,Alpine Banks of Colorado,-25.00%,0.38%,-2.65%,29.21%,0.69%,0.00%
ALRT,ALR Technologies Inc,-8.00%,7.82%,18.33%,15.38%,100.00%,0.00%
ACAX,Alset Capital Acquisition Corp,0.00%,0.78%,0.00%,3.94%,1.94%,0.00%
ATAO,Altair International Corp,-57.00%,25.34%,39.01%,60.57%,167.12%,0.00%
ABTI,Alterola Biotech Inc,-96.00%,-5.69%,-137.73%,97.36%,26.92%,0.00%
ALTX,"Altex Industries, Inc.",-16.00%,9.75%,0.10%,53.80%,37.70%,0.00%
ALTD,Altitude International Holdings Inc,-92.00%,6.43%,3.94%,93.20%,58.57%,0.00%
AWCMY,Alumina Limited (ADR),-11.00%,4.23%,2.82%,37.20%,18.33%,0.00%
AMSU,Amanasu Environment Corporation,-73.00%,-139.79%,-220.61%,85.57%,41.88%,0.00%
AMFC,AMB Financial Corp.,7.00%,0.01%,-1.60%,33.56%,16.25%,0.00%
ABCP,AmBase Corporation,-48.00%,-102.18%,-218.80%,64.91%,35.14%,0.00%
AMCI,AMCI Acquisition Corp II,0.00%,0.57%,0.84%,1.35%,2.97%,0.00%
AMEN,"AMEN Properties, Inc",48.00%,8.07%,9.28%,5.61%,59.57%,0.00%
AMMX,AmeraMex International Inc,-5.00%,-11.29%,-15.57%,38.55%,"1,030.82%",0.00%
AMHG,Amergent Hospitality Group Inc,-60.00%,-13.09%,-28.55%,68.75%,24.22%,0.00%
AAGH,America Great Health,-91.00%,10.74%,-35.67%,94.91%,"5,750.00%",0.00%
ABML,American Battery Technology Co,-47.00%,2.24%,3.68%,56.58%,51.20%,0.00%
ABLT,American Biltrite Inc.,-23.00%,-2.69%,-24.96%,21.05%,18.11%,0.00%
AMBZ,American Business Bank,11.00%,0.87%,1.68%,5.75%,15.49%,0.00%
AMMJ,American Cannabis Company Inc,-64.00%,13.18%,14.32%,66.96%,52.14%,0.00%
ACMC,American Church Mortgage Company,104.00%,5.95%,23.05%,6.32%,163.05%,0.00%
ACRG,American Clean Resources Group Inc,108.00%,-19.51%,-60.97%,64.26%,40.00%,0.00%
AMFL,American Films Inc,75.00%,-3.51%,-10.08%,73.08%,950.00%,0.00%
AGIN,American Graphite Technologies Inc,-40.00%,-7.56%,-10.82%,84.85%,150.00%,0.00%
AIVN,"American International Ventures, Inc.",-43.00%,2.19%,-28.82%,56.99%,176.67%,0.00%
AMLM,American Lithium Minerals Inc,-36.00%,8.15%,4.22%,72.64%,41.70%,0.00%
AMRR,American Metals Recovery and Recyclg Inc,517.00%,-6.89%,-2.37%,27.33%,756.92%,0.00%
AOREF,American Overseas Group Ltd,-35.00%,-9.51%,0.00%,30.36%,11.43%,0.00%
APGI,American Power Group Corp,67.00%,-2.33%,-6.53%,68.75%,177.78%,0.00%
AMNP,American Sierra Gold Corp.,-50.00%,-10.60%,-53.21%,93.10%,17.65%,0.00%
ACAN,Americann Inc,-65.00%,-0.72%,-7.71%,66.67%,13.33%,0.00%
ACRU,AmeriCrew Inc,-77.00%,-33.20%,-119.71%,84.11%,96.72%,0.00%
AGSS,AmeriGuard Security Services Inc,76.00%,1.04%,-0.07%,83.01%,275.49%,0.00%
ATCC,Ameritrust Corp,-99.00%,-349.12%,"-2,334.83%",99.27%,408.33%,0.00%
FUNN,Amfil Technologies Inc,-47.00%,0.45%,-11.44%,63.77%,33.33%,0.00%
ALNPY,ANA Holdings Inc - ADR,-20.00%,2.84%,2.99%,0.00%,0.00%,0.00%
ANMP,Anacomp Inc,37.00%,13.25%,0.00%,65.00%,0.00%,0.00%
ANDR,Andrea Electronics Corporation,-14.00%,1.17%,6.42%,37.20%,105.23%,0.00%
ANPCY,Angle PLC (ADR),-37.00%,-61.10%,-61.13%,0.00%,0.00%,0.00%
NGLOY,Anglo American plc (ADR),-24.00%,3.19%,-1.98%,34.93%,22.56%,0.00%
AGTT,Angstrom Technologies Inc,900.00%,7.65%,35.81%,0.00%,"49,900.00%",0.00%
APCA,AP Acquisition Corp,0.00%,0.16%,0.52%,0.40%,2.13%,0.00%
APN/U,Apeiron Capital Investment Corp,0.00%,0.00%,0.00%,2.05%,0.70%,0.00%
APGN,Apexigen Inc,-1.00%,-26.64%,-27.92%,68.84%,7.36%,0.00%
APGT,Appgate Inc,-22.00%,-7.38%,-29.48%,75.22%,38.61%,0.00%
ALDS,APPlife Digital Solutions Inc,-33.00%,8.85%,35.26%,39.13%,621.65%,0.00%
APQT,Appliqate Inc,-88.00%,-9.49%,-175.48%,0.00%,0.00%,0.00%
ASFT,Appsoft Technologies Inc,-74.00%,-61.27%,-138.60%,77.78%,68.59%,0.00%
APYP,AppYea Inc,-87.00%,-11.40%,-1.59%,88.39%,339.02%,0.00%
APTY,APT Systems Inc,-76.00%,14.71%,-18.94%,89.33%,60.00%,0.00%
APSI,Aqua Power Systems Inc,23.00%,8.46%,4.85%,41.95%,135.43%,0.00%
ARAT,Arax Holdings Corp,-95.00%,-25.05%,-141.64%,95.84%,93.33%,0.00%
,ARCA CONTL SAB DE CV SHS,9.00%,-1.15%,1.14%,4.51%,17.84%,0.00%
ARCAY,ARCADIS NV (ADR),-28.00%,-9.87%,-21.61%,32.92%,2.29%,0.00%
AMSIY,Arcelormittal South Africa Ltd - ADR,-32.00%,-1.36%,-33.02%,0.00%,0.00%,0.00%
ARTH,Arch Therapeutics Inc,-49.00%,-6.30%,-16.71%,67.86%,12.50%,0.00%
ARHN,Archon Corporation,20.00%,14.72%,27.65%,1.25%,119.44%,0.00%
ARKAY,Arkema SA - ADR,-24.00%,0.52%,-3.84%,0.00%,0.00%,0.00%
AMNF,Armanino Foods Of Distinction Inc.,1.00%,0.47%,1.98%,1.93%,13.02%,0.00%
ARMM,Armm Inc,0.00%,0.00%,0.00%,66.89%,19.20%,0.00%
ATMS,Artemis Therapeutics Inc,19.00%,-150.02%,-203.64%,64.20%,224.22%,0.00%
AITX,Artificial Intelligence Tech Solutns Inc,-65.00%,0.00%,-6.85%,76.53%,33.15%,0.00%
AVNI,Arvana Inc,-64.00%,5.87%,-22.31%,89.80%,20.80%,0.00%
IPTK,AS-IP Tech Inc,-54.00%,3.04%,-10.38%,74.55%,18.33%,0.00%
ACNT,Ascent Industries Co,61.00%,16.16%,17.12%,0.00%,0.00%,0.00%
ASTI,"Ascent Solar Technologies, Inc.",-94.00%,1.78%,-9.34%,95.16%,4.00%,0.00%
ASAV,ASI Aviation Inc,-4.00%,0.00%,0.00%,55.83%,3.92%,0.00%
ASFH,Asiafin Holdings Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
ASMIY,ASM INTERNATIONAL NV,-17.00%,3.02%,9.02%,0.00%,0.00%,0.00%
ASSF,Assisted 4 Living Inc,-51.00%,-26.63%,-46.99%,59.78%,270.00%,0.00%
ASKH,Astika Holdings Inc,-38.00%,19.02%,25.37%,63.21%,233.08%,0.00%
ASRE,Astra Energy Inc,369.00%,37.90%,57.59%,59.60%,541.03%,0.00%
ASTO,Astro Communications Inc.,0.00%,-4.49%,-3.09%,17.81%,42.18%,0.00%
ACRL,Atacama Resources International Inc,-66.00%,-9.08%,-7.20%,72.11%,446.67%,0.00%
ABIT,Athena Bitcoin Global,-74.00%,4.91%,10.99%,98.82%,197.30%,0.00%
AHNR,Athena Gold Corp,-20.00%,-21.20%,-24.78%,71.50%,22.24%,0.00%
AFHIF,Atlas Financial Holdings Inc,-65.00%,-3.29%,-44.36%,78.33%,160.00%,0.00%
ATYG,Atlas Technology Group Inc,0.00%,14.25%,28.14%,75.00%,400.00%,0.00%
ADPXY,Audio Pixels Holdings Ltd,-48.00%,-19.34%,-47.90%,0.00%,0.00%,0.00%
AUOTY,AUO Corp (ADR),-6.00%,-0.97%,3.02%,20.27%,38.65%,0.00%
AUSI,Aura Systems Inc.,-13.00%,0.96%,-5.99%,62.50%,48.29%,0.00%
ARAO,AuraSource Inc,-69.00%,-9.38%,-29.56%,82.96%,80.39%,0.00%
ASCK,Auscrete Corp,-83.00%,-37.87%,-81.90%,82.96%,8.11%,0.00%
ANZBY,Australia and New Zeal Bnk Grp Ltd (ADR),-21.00%,5.68%,5.65%,22.85%,16.98%,0.00%
FLES,Auto Parts 4Less Group Inc,-66.00%,-7.77%,-8.53%,70.08%,50.53%,0.00%
AVBH,Avidbank Holdings Inc,-10.00%,1.37%,-4.53%,0.00%,0.00%,0.00%
AVVH,avVaa World Health Care Products Inc,-84.00%,-2.38%,-8.70%,94.14%,87.50%,0.00%
AWCA,Awaysis Capital Inc,"5,985.00%",-28.86%,-18.91%,65.28%,"5,455.00%",0.00%
AXAHY,Axa SA (ADR),-12.00%,5.19%,6.77%,24.67%,21.29%,0.00%
AXIM,Axim Biotechnologies Inc,-93.00%,4.60%,-19.52%,93.68%,24.74%,0.00%
AXTG,Axis Technologies Group Inc,-70.00%,8.16%,-2.23%,95.78%,111.00%,0.00%
BABB,BAB Inc,19.00%,2.00%,4.49%,12.39%,29.57%,0.00%
BAESY,BAE Systems PLC - ADR,20.00%,-1.33%,-1.37%,0.00%,0.00%,0.00%
